Stars & Stripes National #1,,
4 Balance Bike    Total Riders = 9    Groups = 2,,
,S,"MAVERICK MURPHY, CROWNSVILLE, MD"
,2,"CYNTHIA PAPPAS, MASSILLON, OH"
,3,"ANGELA CONSTANTINO, VELOCITY BIKE CO, WHITSETT, NC"
,4,"SARAH (SPARKY) CUGLER, POSITIVE IMPACT RACING, BALTIMORE, MD"
,5,"MARJORIE (MAMA MARGE) KAMINSKI, CRANKOUT, EDEN, NY"
,6,"SARAH (PURPLE HAZE) NEES, PAK BMX RACING, AKRON, OH"
,7,"JENNIFER LINDEMAN, SUPER DUPER, JEANNETTE, PA"
,,
6 Expert    Total Riders = 4    Groups = 1,,
,1,"GREYSON (RACINGREYSON) CARR, DAYLIGHT CYCLES, AMELIA, OH"
,2,"BLAKE (CASH MONEY COYNE) COYNE, WIKID RACING, WALTON HILLS, OH"
,3,"BRANTLEY SPYNDA, PITTSBURGH, PA"
,,
7 Expert    Total Riders = 13    Groups = 2,,
,1,"CALEB (K SLAY) GASSAWAY, TOXIC RACING, AKRON, NY"
,2,"KAILEN WOUTERS, SPROCKET KINGZ NATIONAL FACTORY, SAVANETA"
,3,"DOMINIC CAPUTO, LETHAL THREAT RACING, PASADENA, MD"
,4,"JOSHUA HARDIE, HYPER, SPRING, TX"
,5,"TROY (FATBOY) GREENE, A.A.R.A, MIAMI GARDENS, FL"
,6,"NICOLAS (THE MAGIC MAN) MENDEZ, BEMAX-HIGH GRADE RACING, MIAMI, FL"
,7,"AXEL (FAT BOY) LAWRENCE, FAT BOY RACING, WILMINGTON, NC"
,8,"BRYSON (PNUT BRUNS) BRUNS, ALPHA, WEST WARWICK, RI"
,,
8 Expert    Total Riders = 16    Groups = 3,,
,1,"PRESTON (THE ISSUE) GEORGE, PRESTON GEORGE RACING, WINSTON-SALEM, NC"
,2,"SAWYER (SOY SAUCE) DAUGHERTY, POWER FX SPEEDCO, FORT MYERS, FL"
,3,"KAI (THE HURRICANE) GRAY, WIKID RACING, TALLMADGE, OH"
,4,"DAVID (THE DESTROYER) CRICHTON, FRYE HIGH PERFORMANCE, WESTFIELD, MA"
,5,"JACKSON  SCOGGINS, MOM AND DAD, MEMPHIS, TN"
,6,"CONNOR (THE CONDOR) BECKLEY, ROCKSTAR/FULLTILT/RADIO, BRADENTON, FL"
,7,"WYATT CLARK, BETHEL PARK, PA"
,8,"LOGAN (THE CAPTAIN) LEMMERS, BENT RIM RACING, PLATO, MN"
,,
9 Expert    Total Riders = 27    Groups = 5,,
,1,"MAX (MAD MAX) MEINEL, TNT BICYCLES NATIONAL TEAM, MONROE, CT"
,2,"ANDRES (LIL MACHINE) ANDRADE, FACTORY BOMBSHELL, MIAMI, FL"
,3,"DEVON HURLEY, TOXIC RACING, BLOOMFIELD, CT"
,4,"AIDEN TROMPETER, BLACK CROWN BMX BIKE SHOP, PEORIA, AZ"
,5,"RAUL CARDOZO, CLAIRTON, PA"
,6,"JENSON KOLL, HUTELIN RACIING, LAKE WALES, FL"
,7,"JESSE GRUBB, LANDISVILLE, PA"
,8,"CHANCE (THE WILDCARD) HALL, ALBES PROMAX, JAVA CENTER, NY"
,,
10 Expert    Total Riders = 18    Groups = 3,,
,1,"WYATT HICKS, BLACKCROWN BMX FACTORY, KENNESAW, GA"
,2,"SEAN (YOU KNOW WHO) LEHEW, CHARLOTTE BOMBSHELL, PUNTA GORDA, FL"
,3,"ACE LAACK, ALPHA FACTORY, ROCHESTER, MN"
,4,"BRAYDEN GORIS, BLACKCROWN BIKE SHOP, ORMOND BEACH, FL"
,5,"JACOB (U KNOWN) GREENWELL, BLACKCROWN BMX FACTORY, MECHANICSVILLE, MD"
,6,"JAXON COOPER, MUDSLINGER BIKE SHOP, WAPELLA, IL"
,7,"DECLAN (THE DIESEL) SIMS, FACTORY TRIFECTA RACING, TRAFFORD, PA"
,8,"LUKE (CHEESEBURGER) ROWE, UNDERDOG RACING, CINCINNATI, OH"
,,
11 Expert    Total Riders = 29    Groups = 5,,
,1,"JACOB (FROM STATE FARM) LANGE, TRIP9 RACING, FRIENDSHIP, WI"
,2,"TAYLOR KOLL, HUTELIN RACIING, LAKE WALES, FL"
,3,"TATE REED, CORNELIUS, NC"
,4,"DION HURLEY, TOXIC RACING, BLOOMFIELD, CT"
,5,"JAYDEN (LIGHTNING) LINVILLE, FACTORY BOMBSHELL, RIVERSIDE, OH"
,6,"SAWYER SPENCE, SSQUARED NEW ENGLAND, SOUTHBURY, CT"
,7,"MASSIMO (MOSS) DIONISI, BLACKCROWN BIKE SHOP, BRIDGETON, NJ"
,8,"COLIN OUDSHOORN, POWERS BIKE SHOP, QUEEN ANNE, MD"
,,
12 Expert    Total Riders = 22    Groups = 4,,
,1,"CHRIS FELKER, FACTORY RIFT TANGENT, KNOXVILLE, TN"
,2,"MASON HAYES, MONGOOSE BICYCLES, DENVER, NC"
,3,"JASON (JASE) STERLINSKI, HYPER, BETHPAGE, TN"
,4,"BEN (BIG BEN) HARDIE, HYPER, SPRING, TX"
,5,"OZZIE (THE OZ-MAN) ROWE, UNDERDOG RACING, CINCINNATI, OH"
,6,"PERRY MILLER, LITHIUM RACING, HAMPTON, VA"
,7,"GAVIN MENDITTO, TNT BICYCLES FACTORY, MARLTON, NJ"
,8,"MATHEW BARONE, ALPHA NATIONAL, MASTIC BEACH, NY"
,,
13 Expert    Total Riders = 33    Groups = 6,,
,1,"SAWYER SIDES, BARTLETT, TN"
,2,"KAI (FLY GUY KAI) LEBLANC, JRBICYCLES.COM/SPEEDCO/AVIAN, ST AUGUSTINE, FL"
,3,"TOMMY BRUNEY, FULL TILT RADIO, PITTSBURGH, PA"
,4,"NATHAN ANDERSON, BLACK WIDOW BMX, ALBERTVILLE, MN"
,5,"ANTHONY (AJ) DEBLASIO, FACTORY ANSWER, PLYMOUTH MEETING, PA"
,6,"RONAN (ROCKETMAN) MCHENRY, BMXSHOWBOATERS/BOMBSHELL, SAN DIEGO, CA"
,7,"PHILIP (PJ) RAMSEY, BLACK CROWN BIKE SHOP, PASADENA, MD"
,8,"GRIFFIN (THE RIPPER) KELLEHER, POWERS BIKE SHOP, STEVENSVILLE, MD"
,,
14 Expert    Total Riders = 25    Groups = 5,,
,1,"TYE YOUNG, RIVAL RACING, DENVER, NC"
,2,"BRAYDEN DELANY, COLORADO SPRINGS, CO"
,3,"KAYDEN CLARK, NEW BERLINVILLE, PA"
,4,"JOE (ALOHA-JOE) DRAWENEK, FACTORY SSQUARED, NEENAH, WI"
,5,"SEAN NICOSIA, FACTORY BOMBSHELL, HUNTERSVILLE, NC"
,6,"JONAH (THE UNDERTAKER) GRAVES, FULL CIRCLE BIKE SHOP, WORTHINGTON, MA"
,7,"JOSUE BRUNO, RETRIBUTION, MIDDLETOWN, CT"
,8,"BRIAN (FLYIN BRIAN) VARNDELL, PUNTA GORDA, FL"
,,
15 Expert    Total Riders = 28    Groups = 5,,
,1,"RONNIE (THE ASSASSIN!) KIM, FACTORY BOX COMPONENTS, CORONA, CA"
,2,"GAVIN STAZETSKI, BLACKCROWN BMX FACTORY, CHARLEROI, PA"
,3,"ETHAN POPOVICH, MUDSLINGER BIKE SHOP, VALPARAISO, IN"
,4,"CHARLES ST ROMAIN, CLAYBORN/ANSWER, BATON ROUGE, LA"
,5,"ZACK DRINKARD, VELOCITY BIKE CO, MECHANICSVILLE, VA"
,6,"COLE ISAACS, BLACK WIDOW BMX, SAINT MICHAEL, MN"
,7,"ANDREW DOROFEE, EGG HARBOR TOWNSHIP, NJ"
,8,"EMMANUEL MARIN, BOX COMPONENTS, VIRGINIA BEACH, VA"
,,
16 Expert    Total Riders = 21    Groups = 4,,
,1,"PATRICK O'BRIEN, FACTORY SUPERCROSS, EDISON, NJ"
,2,"JORDAN CALLUM, RIVAL RACING, PLAINFIELD, IN"
,3,"CUTTER WILLIAMS, FACTORY RIFT TANGENT, POTOMAC FALLS, VA"
,4,"ELIJAH HEANEY, FACTORY POWERS BMX, MURFREESBORO, TN"
,5,"BRANDON BREDEWEG, FACTORY SSQUARED, ALLENDALE, MI"
,6,"EVAN MENDITTO, TNT BICYCLES FACTORY, MARLTON, NJ"
,7,"TROY KERNAN, SUNMAN, IN"
,8,"BLAKE (MILF HUNTER) POWELL, DAYLIGHT CYCLES, VIRGINIA BEACH, VA"
,,
17-20 Expert    Total Riders = 26    Groups = 5,,
,1,"CAMERON (THE NEW GUY) BRAMER, SUPERCROSS BMX, SOUTH PARK, PA"
,2,"RYAN KOMSSI, ALLTOW WRECKING CREW/YESS, CHARLTON, MA"
,3,"DREW POLK, HYPER, AVON, IN"
,4,"WESLEY (BOOGIE) CLARK, VELOCITY BIKE CO, GROVETOWN, GA"
,5,"RYAN BRAMER, BLACKCROWN BMX FACTORY, SOUTH PARK, PA"
,6,"RAYNE LANKFORD, CARBONECARTEL, TBONE BMX, HOUSTON, TX"
,7,"RUSSELL (RJ) WALLER, TRUTH BMX, MANASSAS, VA"
,8,"LANDON SUTTON, A&E RACING, TROY, OH"
,,
21-25 Expert    Total Riders = 7    Groups = 1,,
,1,"JUSTIN KNAPPER, FACTORY ANSWER, POTTSTOWN, PA"
,2,"JUAN (POTRO) GOMEZ, (MYSELF), QUEENS, NY"
,3,"LOUIS (KING LOUIE) KAMINSKI, TNT BICYCLES FACTORY, EDEN, NY"
,4,"NATHAN HATHCOCK, FACTORY MANGLER, POPLAR GROVE, IL"
,5,"JEREMY (JP) SCHOLTEN, INDIANA BMX COMPLIMENTS , FORT WAYNE, IN"
,6,"ZACHARY HILL, PROPHECY, COLUMBUS, OH"
,,
26-35 Expert    Total Riders = 16    Groups = 3,,
,1,"DOUGLAS WIDDOWS, CUMBERLAND, MD"
,2,"DUSTIN (DUSTMAN) JACOBS, FACTORY MANGLER, FREEPORT, IL"
,3,"JEREMY (DUNGEON MASTER) KNAPPER, FACTORY ANSWER, POTTSTOWN, PA"
,4,"THOMAS MISSAL, DELUXX BIKES, CHAPEL HILL, NC"
,5,"JOSHUA MULLEN, LAFAYETTE, IN"
,6,"ANDREW PAUKEN, SOLON BICYCLE, CHIPPEWA LAKE, OH"
,7,"NICHOLAS STODOLSKI, ALLTOW WRECKING CREW/YESS, GERMANTOWN, NY"
,8,"TIM GIANNUZZI, WASHINGTON, PA"
,,
36-40 Expert    Total Riders = 9    Groups = 2,,
,1,"GREG CUSTER, BLACKCROWN BMX FACTORY, BRIDGETON, NJ"
,2,"JASON WARYAS, MAGIC BMX, WATERFORD, MI"
,3,"STEPHEN OLDHAM, YESS BMX, BRISTOL, CT"
,4,"MATTHEW SWAP, REGGIE'S BIKE SHOP, MONROE, MI"
,5,"PATRICK (THE BADGER) WELCH, DV8 RACING, CLIO, MI"
,6,"LUIS ROJAS, MITCHELL RACING PLATES, QUEEN, NY"
,7,"NATHAN GRUBB, LANDISVILLE, PA"
,8,"MICHAEL RINCON, REGGIE'S BIKE SHOP, ADRIAN, MI"
,,
41-45 Expert    Total Riders = 8    Groups = 1,,
,1,"JASON ST ROMAIN, CLAYBORN/ANSWER, PRAIRIEVILLE, LA"
,2,"CORY SKINNER, SOLON BMX, HUDSON, OH"
,3,"JAMES KIMOCK, CHIP N DALE BMX, FLEMINGTON, NJ"
,4,"WAYNE (BIG WAYNE) HARDMAN, JRBICYCLES.COM/SPEEDCO/AVIAN, NORTH FORT MYERS, FL"
,5,"SILVIO DA SILVA PINTO, LONG BRANCH, NJ"
,6,"MATTHEW COWELL, MUDSLINGERS BIKE SHOP, LAKE VILLA, IL"
,7,"GILBERTO DELEON JR, ROCKET RACING, GLEN ALLEN, VA"
,,
46-50 Expert    Total Riders = 12    Groups = 2,,
,1,"JEREMY THOMPSON, FACTORY POWERS BMX, GRAHAM, NC"
,2,"MATT DALLAS, BLOT OUT GRAPHICS, COS COB, CT"
,3,"RICHIE (RICHIE B. GOOD) GOOD, NORTHUMBERLAND, PA"
,4,"FABIAN (FABIAN) GONZALEZ, GAITHERSBURG, MD"
,5,"ERON (THE BULLET) LEFEBVRE, RIDGEFIELD, CT"
,6,"SOLAN FOSTER, ALBES, DEARBORN HEIGHTS, MI"
,7,"ERIC REID, CHAPEL HILL, NC"
,8,"BARNEY GOODWIN, ASHLEY, IN"
,,
51 & Over Expert    Total Riders = 11    Groups = 2,,
,1,"DOMINGOS LAMMOGLIA, JRBICYCLES.COM/SPEEDCO/AVIAN, OCOEE, FL"
,2,"DREW MOTLEY, YESS BMX, ORMAND BEACH, FL"
,3,"NIGEL CUMMINGS, HOBOKEN, NJ"
,4,"SCOTT BURRIGHT, PITTSBURGH, PA"
,5,"RON MARKARIAN, DUBLIN, OH"
,6,"HARRY LEARY, BIOLAB/BOX TEAM, LAKE HAVASU CITY, AZ"
,7,"PAUL (JOKER) LINGARD, FACTORY VERT BMX, PALM COAST, FL"
,8,"BILLY GRIGGS, RAZOR/CHASE, ANAHEIM, CA"
,,
